ID ECAO	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type	URCH specific	hasNoOnto	Taxon	Pubmed references	Reference	Time for P. lividus at 18ÃƒÂ‚Ã‚Â°C	stage preceded by	subset				
ECAO:0110460	postoral arm proximal tip ectoderm	arm proximal tip ectoderm	postoral arm proximal tip		stage 19	larval development	The portion of a postoral arm ectoderm located at the proximal tip of the arm.																		echinoderm_anatomy				
ECAO:0110470	right postoral arm proximal tip ectoderm	postoral arm proximal tip ectoderm	right postoral arm proximal tip		stage 19	larval development	The postoral arm proximal tip ectoderm part of a right postoral arm.																		echinoderm_anatomy				
ECAO:0110480	left postoral arm proximal tip ectoderm	postoral arm proximal tip ectoderm	left postoral arm proximal tip		stage 19	larval development	The postoral arm proximal tip ectoderm part of a left postoral arm.																		echinoderm_anatomy				
ECAO:0110490	postoral arm middle portion ectoderm	arm middle portion ectoderm	postoral arm middle portion		stage 19	larval development	The portion of a postoral arm ectoderm located between the distal and proximal tips of the arm.																		echinoderm_anatomy				
ECAO:0110500	right postoral arm middle portion ectoderm	postoral arm middle portion ectoderm	right postoral arm middle portion		stage 19	larval development	The postoral arm middle portion ectoderm part of a right postoral arm.																		echinoderm_anatomy				
ECAO:0110510	left postoral arm middle portion ectoderm	postoral arm middle portion ectoderm	left postoral arm middle portion		stage 19	larval development	The postoral arm middle portion ectoderm part of a left postoral arm.																		echinoderm_anatomy				
ECAO:0110520	postoral rod distal tip	arm skeletal rod distal tip	postoral rod		stage 16	larval development	The distal tip of a postoral rod.																		echinoderm_anatomy				
ECAO:0110530	right postoral rod distal tip	postoral rod distal tip	right postoral rod		stage 16	larval development	The distal tip of a right postoral rod.																		echinoderm_anatomy				
ECAO:0110540	left postoral rod distal tip	postoral rod distal tip	left postoral rod		stage 16	larval development	The distal tip of a left postoral rod.																		echinoderm_anatomy				
ECAO:0110550	postoral rod proximal tip	arm skeletal rod proximal tip	postoral rod		stage 16	larval development	The proximal tip of a postoral rod.																		echinoderm_anatomy				
ECAO:0110560	right postoral rod proximal tip	postoral rod proximal tip	right postoral rod		stage 16	larval development	The proximal tip of a right postoral rod.																		echinoderm_anatomy				
ECAO:0110570	left postoral rod proximal tip	postoral rod proximal tip	left postoral rod		stage 16	larval development	The proximal tip of a left postoral rod.																		echinoderm_anatomy				
ECAO:0110580	postoral rod middle portion	arm skeletal rod middle portion	postoral rod		stage 16	larval development	The middle region of a postoral rod comprised between the distal and proximal tip of the rod.																		echinoderm_anatomy				
ECAO:0110590	right postoral rod middle portion	postoral rod middle portion	right postoral rod		stage 16	larval development	The middle region of a right postoral rod.																		echinoderm_anatomy				
ECAO:0110600	left postoral rod middle portion	postoral rod middle portion	left postoral rod		stage 16	larval development	The middle region of a left postoral rod.																		echinoderm_anatomy				
ECAO:0110610	postoral rod skeletogenic mesenchyme cell	arm skeletal rod skeletogenic mesenchyme cell	postoral rod		stage 16	larval development	A skeletogenic mesenchyme cell part of a postoral rod.																		echinoderm_anatomy				
ECAO:0110620	right postoral rod skeletogenic mesenchyme cell	postoral rod skeletogenic mesenchyme cell	right postoral rod		stage 16	larval development	A skeletogenic mesenchyme cell part of a right postoral rod.																		echinoderm_anatomy				
ECAO:0110630	left postoral rod skeletogenic mesenchyme cell	postoral rod skeletogenic mesenchyme cell	left postoral rod		stage 16	larval development	A skeletogenic mesenchyme cell part of a left postoral rod.																		echinoderm_anatomy				
ECAO:0110640	postoral rod distal tip skeletogenic mesenchyme cell	arm skeletal rod distal tip skeletogenic mesenchyme cell	postoral rod distal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the distal tip of a postoral rod.																		echinoderm_anatomy				
ECAO:0110650	right postoral rod distal tip skeletogenic mesenchyme cell	postoral rod distal tip skeletogenic mesenchyme cell	right postoral rod distal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the distal tip of a right postoral rod.																		echinoderm_anatomy				
ECAO:0110660	left postoral rod distal tip skeletogenic mesenchyme cell	postoral rod distal tip skeletogenic mesenchyme cell	left postoral rod distal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the distal tip of a left postoral rod.																		echinoderm_anatomy				
ECAO:0110670	postoral rod proximal tip skeletogenic mesenchyme cell	arm skeletal rod proximal tip skeletogenic mesenchyme cell	postoral rod proximal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a postoral rod.																		echinoderm_anatomy				
ECAO:0110680	right postoral rod proximal tip skeletogenic mesenchyme cell	postoral rod proximal tip skeletogenic mesenchyme cell	right postoral rod proximal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a right postoral rod.																		echinoderm_anatomy				
ECAO:0110690	left postoral rod proximal tip skeletogenic mesenchyme cell	postoral rod proximal tip skeletogenic mesenchyme cell	left postoral rod proximal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a left postoral rod.																		echinoderm_anatomy				
ECAO:0110700	postoral rod middle portion skeletogenic mesenchyme cell	arm skeletal rod middle portion skeletogenic mesenchyme cell	postoral rod middle portion		stage 16	larval development	A skeletogenic mesenchyme cell composing the middle portion of a postoral rod, comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0110710	right postoral rod middle portion skeletogenic mesenchyme cell	postoral rod middle portion skeletogenic mesenchyme cell	right postoral rod middle portion		stage 16	larval development	A skeletogenic mesenchyme cell composing the middle portion of a right postoral rod.																		echinoderm_anatomy				
ECAO:0110720	left postoral rod middle portion skeletogenic mesenchyme cell	postoral rod middle portion skeletogenic mesenchyme cell	left postoral rod middle portion		stage 16	larval development	A skeletogenic mesenchyme cell composing the middle portion of a left postoral rod.																		echinoderm_anatomy				
ECAO:0110730	anonymous rod distal tip	skeletal rod distal tip	anonymous rod		stage 15	larval development	The distal tip of an anonymous rod.																		echinoderm_anatomy				
ECAO:0110740	right anonymous rod distal tip	anonymous rod distal tip	right anonymous rod		stage 15	larval development	The distal tip of a right anonymous rod.																		echinoderm_anatomy				
ECAO:0110750	left anonymous rod distal tip	anonymous rod distal tip	left anonymous rod		stage 15	larval development	The distal tip of a left anonymous rod.																		echinoderm_anatomy				
ECAO:0110760	anonymous rod proximal tip	skeletal rod proximal tip	anonymous rod		stage 15	larval development	The proximal tip of an anonymous rod.																		echinoderm_anatomy				
ECAO:0110770	right anonymous rod proximal tip	anonymous rod proximal tip	right anonymous rod		stage 15	larval development	The proximal tip of a right anonymous rod.																		echinoderm_anatomy				
ECAO:0110780	left anonymous rod proximal tip	anonymous rod proximal tip	left anonymous rod		stage 15	larval development	The proximal tip of a left anonymous rod.																		echinoderm_anatomy				
ECAO:0110790	anonymous rod middle portion	skeletal rod middle portion	anonymous rod		stage 15	larval development	The middle region of an anonymous rod comprised between the distal and proximal tip of the rod.																		echinoderm_anatomy				
ECAO:0110800	right anonymous rod middle portion	anonymous rod middle portion	right anonymous rod		stage 15	larval development	The middle region of a right anonymous rod.																		echinoderm_anatomy				
ECAO:0110810	left anonymous rod middle portion	anonymous rod middle portion	left anonymous rod		stage 15	larval development	The middle region of a left anonymous rod.																		echinoderm_anatomy				
ECAO:0110820	anonymous rod skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	anonymous rod		stage 15	larval development	A skeletogenic mesenchyme cell part of an anonymous rod.																		echinoderm_anatomy				
ECAO:0110830	right anonymous rod skeletogenic mesenchyme cell	anonymous rod skeletogenic mesenchyme cell	right anonymous rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a right anonymous rod.																		echinoderm_anatomy				
ECAO:0110840	left anonymous rod skeletogenic mesenchyme cell	anonymous rod skeletogenic mesenchyme cell	left anonymous rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a left anonymous rod.																		echinoderm_anatomy				
ECAO:0110850	anonymous rod distal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	anonymous rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of an anonymous rod.																		echinoderm_anatomy				
ECAO:0110860	right anonymous rod distal tip skeletogenic mesenchyme cell	anonymous rod distal tip skeletogenic mesenchyme cell	right anonymous rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a right anonymous rod.																		echinoderm_anatomy				
ECAO:0110870	left anonymous rod distal tip skeletogenic mesenchyme cell	anonymous rod distal tip skeletogenic mesenchyme cell	left anonymous rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a left anonymous rod.																		echinoderm_anatomy				
ECAO:0110880	anonymous rod proximal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	anonymous rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of an anonymous rod.																		echinoderm_anatomy				
ECAO:0110890	right anonymous rod proximal tip skeletogenic mesenchyme cell	anonymous rod proximal tip skeletogenic mesenchyme cell	right anonymous rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a right anonymous rod.																		echinoderm_anatomy				
ECAO:0110900	left anonymous rod proximal tip skeletogenic mesenchyme cell	anonymous rod proximal tip skeletogenic mesenchyme cell	left anonymous rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a left anonymous rod.																		echinoderm_anatomy				
ECAO:0110910	anonymous rod middle portion skeletogenic mesenchyme cell	skeletal rod middle portion skeletogenic mesenchyme cell	anonymous rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of an anonymous rod, comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0110920	right anonymous rod middle portion skeletogenic mesenchyme cell	anonymous rod middle portion skeletogenic mesenchyme cell	right anonymous rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a right anonymous rod.																		echinoderm_anatomy				
ECAO:0110930	left anonymous rod middle portion skeletogenic mesenchyme cell	anonymous rod middle portion skeletogenic mesenchyme cell	left anonymous rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a left anonymous rod.																		echinoderm_anatomy				
ECAO:0110940	anterolateral rod distal tip	arm skeletal rod distal tip	anterolateral rod		stage 17	larval development	The distal tip of an anterolateral rod, i.e. away from its connection with the dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0110950	right anterolateral rod distal tip	anterolateral rod distal tip	right anterolateral rod		stage 17	larval development	The distal tip of a right anterolateral rod.																		echinoderm_anatomy				
ECAO:0110960	left anterolateral rod distal tip	anterolateral rod distal tip	left anterolateral rod		stage 17	larval development	The distal tip of a left anterolateral rod.																		echinoderm_anatomy				
ECAO:0110970	anterolateral rod proximal tip	arm skeletal rod distal tip	anterolateral rod		stage 17	larval development	The proximal tip of an anterolateral rod, i.e. in connection with the dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0110980	right anterolateral rod proximal tip	anterolateral rod proximal tip	right anterolateral rod		stage 17	larval development	The proximal tip of a right anterolateral rod.																		echinoderm_anatomy				
ECAO:0110990	left anterolateral rod proximal tip	anterolateral rod proximal tip	left anterolateral rod		stage 17	larval development	The proximal tip of a left anterolateral rod.																		echinoderm_anatomy				
ECAO:0111000	anterolateral rod middle portion	arm skeletal rod distal tip	anterolateral rod		stage 17	larval development	The middle portion of an anterolateral rod, i.e., comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111010	right anterolateral rod middle portion	anterolateral rod middle portion	right anterolateral rod		stage 17	larval development	The middle portion of a right anterolateral rod.																		echinoderm_anatomy				
ECAO:0111020	left anterolateral rod middle portion	anterolateral rod middle portion	left anterolateral rod		stage 17	larval development	The middle portion of a left anterolateral rod.																		echinoderm_anatomy				
ECAO:0111030	anterolateral rod skeletogenic mesenchyme cell	arm skeletal rod skeletogenic mesenchyme cell	anterolateral rod		stage 17	larval development	A skeletogenic mesenchyme cell part of an anterolateral rod.																		echinoderm_anatomy				
ECAO:0111040	right anterolateral rod skeletogenic mesenchyme cell	anterolateral rod skeletogenic mesenchyme cell	right anterolateral rod		stage 17	larval development	A skeletogenic mesenchyme cell part of a right anterolateral rod.																		echinoderm_anatomy				
ECAO:0111050	left anterolateral rod skeletogenic mesenchyme cell	anterolateral rod skeletogenic mesenchyme cell	left anterolateral rod		stage 17	larval development	A skeletogenic mesenchyme cell part of a left anterolateral rod.																		echinoderm_anatomy				
ECAO:0111060	anterolateral rod distal tip skeletogenic mesenchyme cell	arm skeletal rod distal tip skeletogenic mesenchyme cell	anterolateral rod distal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the distal tip of an anterolateral rod.																		echinoderm_anatomy				
ECAO:0111070	right anterolateral rod distal tip skeletogenic mesenchyme cell	anterolateral rod distal tip skeletogenic mesenchyme cell	right anterolateral rod distal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the distal tip of a right anterolateral rod.																		echinoderm_anatomy				
ECAO:0111080	left anterolateral rod distal tip skeletogenic mesenchyme cell	anterolateral rod distal tip skeletogenic mesenchyme cell	left anterolateral rod distal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the distal tip of a left anterolateral rod.																		echinoderm_anatomy				
ECAO:0111090	anterolateral rod proximal tip skeletogenic mesenchyme cell	arm skeletal rod proximal tip skeletogenic mesenchyme cell	anterolateral rod proximal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the proximal tip of an anterolateral rod.																		echinoderm_anatomy				
ECAO:0111100	right anterolateral rod proximal tip skeletogenic mesenchyme cell	anterolateral rod proximal tip skeletogenic mesenchyme cell	right anterolateral rod proximal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a right anterolateral rod.																		echinoderm_anatomy				
ECAO:0111110	left anterolateral rod proximal tip skeletogenic mesenchyme cell	anterolateral rod proximal tip skeletogenic mesenchyme cell	left anterolateral rod proximal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a left anterolateral rod.																		echinoderm_anatomy				
ECAO:0111120	anterolateral rod middle portion skeletogenic mesenchyme cell	arm skeletal rod middle portion skeletogenic mesenchyme cell	anterolateral rod middle portion		stage 17	larval development	A skeletogenic mesenchyme cell composing the middle portion of an anterolateral rod, comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111130	right anterolateral rod middle portion skeletogenic mesenchyme cell	anterolateral rod middle portion skeletogenic mesenchyme cell	right anterolateral rod middle portion		stage 17	larval development	A skeletogenic mesenchyme cell composing the middle portion of a right anterolateral rod.																		echinoderm_anatomy				
ECAO:0111140	left anterolateral rod middle portion skeletogenic mesenchyme cell	anterolateral rod middle portion skeletogenic mesenchyme cell	left anterolateral rod middle portion		stage 17	larval development	A skeletogenic mesenchyme cell composing the middle portion of a left anterolateral rod.																		echinoderm_anatomy				
ECAO:0111150	dorsoventral connecting rod animal tip	skeletal element	dorsoventral connecting rod		stage 15	larval development	The portion of a dorsoventral connecting rod that bends (or branches) to give rise to the anterolateral rod and in some echinoid species to the recurrent rod.	anterior end of dorsoventral connecting rod, anterior tip of dorsoventral connecting rod																	echinoderm_anatomy				
ECAO:0111160	right dorsoventral connecting rod animal tip	dorsoventral connecting rod animal tip	right dorsoventral connecting rod		stage 15	larval development	The animal tip of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111170	left dorsoventral connecting rod animal tip	dorsoventral connecting rod animal tip	left dorsoventral connecting rod		stage 15	larval development	The animal tip of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111180	dorsoventral connecting rod distal tip	skeletal rod distal tip	dorsoventral connecting rod		stage 15	larval development	The distal tip of a dorsoventral connecting rod, i.e. in connection with the anterolateral rod and in some echinoid species the recurrent rod.																		echinoderm_anatomy				
ECAO:0111190	right dorsoventral connecting rod distal tip	dorsoventral connecting rod distal tip	right dorsoventral connecting rod		stage 15	larval development	The distal tip of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111200	left dorsoventral connecting rod distal tip	dorsoventral connecting rod distal tip	left dorsoventral connecting rod		stage 15	larval development	The distal tip of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111210	dorsoventral connecting rod proximal tip	skeletal rod proximal tip	dorsoventral connecting rod		stage 15	larval development	The proximal tip of a dorsoventral connecting rod, i.e. in connection with the anonymous and ventral transverse rods.																		echinoderm_anatomy				
ECAO:0111220	right dorsoventral connecting rod proximal tip	dorsoventral connecting rod proximal tip	right dorsoventral connecting rod		stage 15	larval development	The proximal tip of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111230	left dorsoventral connecting rod proximal tip	dorsoventral connecting rod proximal tip	left dorsoventral connecting rod		stage 15	larval development	The proximal tip of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111240	dorsoventral connecting rod middle portion	skeletal rod middle portion	dorsoventral connecting rod		stage 15	larval development	The middle portion of a dorsoventral connecting rod, i.e., comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111250	right dorsoventral connecting rod middle portion	dorsoventral connecting rod middle portion	right dorsoventral connecting rod		stage 15	larval development	The middle portion of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111260	left dorsoventral connecting rod middle portion	dorsoventral connecting rod middle portion	left dorsoventral connecting rod		stage 15	larval development	The middle portion of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111270	dorsoventral connecting rod skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	dorsoventral connecting rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111280	right dorsoventral connecting rod skeletogenic mesenchyme cell	dorsoventral connecting rod skeletogenic mesenchyme cell	right dorsoventral connecting rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111290	left dorsoventral connecting rod skeletogenic mesenchyme cell	dorsoventral connecting rod skeletogenic mesenchyme cell	left dorsoventral connecting rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111300	dorsoventral connecting rod animal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	dorsoventral connecting rod skeletogenic mesenchyme cell		stage 15	larval development	A skeletogenic mesenchyme cell part of the bended portion of a dorsoventral connecting rod, before this portion elongates and becomes an anterolateral rod or in some echinoid species branches into a anterolateral and a recurrent rods.																		echinoderm_anatomy				
ECAO:0111310	right dorsoventral connecting rod animal tip skeletogenic mesenchyme cell	dorsoventral connecting rod animal tip skeletogenic mesenchyme cell	right dorsoventral connecting rod skeletogenic mesenchyme cell		stage 15	larval development	A skeletogenic mesenchyme cell composing the animal tip of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111320	left dorsoventral connecting rod animal tip skeletogenic mesenchyme cell	dorsoventral connecting rod animal tip skeletogenic mesenchyme cell	left dorsoventral connecting rod skeletogenic mesenchyme cell		stage 15	larval development	A skeletogenic mesenchyme cell composing the animal tip of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111330	dorsoventral connecting rod distal tip skeletogenic mesenchyme cell	skeletal rod distal tip skeletogenic mesenchyme cell	dorsoventral connecting rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a dorsoventral connecting rod, before its bended portion.																		echinoderm_anatomy				
ECAO:0111340	right dorsoventral connecting rod distal tip skeletogenic mesenchyme cell	dorsoventral connecting rod distal tip skeletogenic mesenchyme cell	right dorsoventral connecting rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111350	left dorsoventral connecting rod distal tip skeletogenic mesenchyme cell	dorsoventral connecting rod distal tip skeletogenic mesenchyme cell	left dorsoventral connecting rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111360	dorsoventral connecting rod proximal tip skeletogenic mesenchyme cell	skeletal rod proximal tip skeletogenic mesenchyme cell	dorsoventral connecting rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a dorsoventral connecting rod, in the vicinity of an anonymous and ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111370	right dorsoventral connecting rod proximal tip skeletogenic mesenchyme cell	dorsoventral connecting rod proximal tip skeletogenic mesenchyme cell	right dorsoventral connecting rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111380	left dorsoventral connecting rod proximal tip skeletogenic mesenchyme cell	dorsoventral connecting rod proximal tip skeletogenic mesenchyme cell	left dorsoventral connecting rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111390	dorsoventral connecting rod middle portion skeletogenic mesenchyme cell	skeletal rod middle portion skeletogenic mesenchyme cell	dorsoventral connecting rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a dorsoventral connecting rod, comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111400	right dorsoventral connecting rod middle portion skeletogenic mesenchyme cell	dorsoventral connecting rod middle portion skeletogenic mesenchyme cell	right dorsoventral connecting rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a right dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111410	left dorsoventral connecting rod middle portion skeletogenic mesenchyme cell	dorsoventral connecting rod middle portion skeletogenic mesenchyme cell	left dorsoventral connecting rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a left dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111420	ventral transverse rod distal tip	skeletal rod distal tip	ventral transverse rod		stage 15	larval development	The distal tip of a ventral transverse rod, i.e. away from the connection with the dorsoventral connecting and anonymous rods.																		echinoderm_anatomy				
ECAO:0111430	right ventral transverse rod distal tip	dorsoventral connecting rod distal tip	right ventral transverse rod		stage 15	larval development	The distal tip of a right ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111440	left ventral transverse rod distal tip	dorsoventral connecting rod distal tip	left ventral transverse rod		stage 15	larval development	The distal tip of a left ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111450	ventral transverse rod proximal tip	skeletal rod proximal tip	ventral transverse rod		stage 15	larval development	The proximal tip of a ventral transverse rod, i.e. in connection with the dorsoventral connecting and anonymous rods.																		echinoderm_anatomy				
ECAO:0111460	right ventral transverse rod proximal tip	dorsoventral connecting rod proximal tip	right ventral transverse rod		stage 15	larval development	The proximal tip of a right ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111470	left ventral transverse rod proximal tip	dorsoventral connecting rod proximal tip	left ventral transverse rod		stage 15	larval development	The proximal tip of a left ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111480	ventral transverse rod middle portion	skeletal rod middle portion	ventral transverse rod		stage 15	larval development	The middle portion of a ventral transverse rod, i.e., comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111490	right ventral transverse rod middle portion	dorsoventral connecting rod middle portion	right ventral transverse rod		stage 15	larval development	The middle portion of a right ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111500	left ventral transverse rod middle portion	dorsoventral connecting rod middle portion	left ventral transverse rod		stage 15	larval development	The middle portion of a left ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111510	ventral transverse rod skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	ventral transverse rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111520	right ventral transverse rod skeletogenic mesenchyme cell	ventral transverse rod skeletogenic mesenchyme cell	right ventral transverse rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a right ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111530	left ventral transverse rod skeletogenic mesenchyme cell	ventral transverse rod skeletogenic mesenchyme cell	left ventral transverse rod		stage 15	larval development	A skeletogenic mesenchyme cell part of a left ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111540	ventral transverse rod distal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	ventral transverse rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111550	right ventral transverse rod distal tip skeletogenic mesenchyme cell	ventral transverse rod distal tip skeletogenic mesenchyme cell	right ventral transverse rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a right ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111560	left ventral transverse rod distal tip skeletogenic mesenchyme cell	ventral transverse rod distal tip skeletogenic mesenchyme cell	left ventral transverse rod distal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the distal tip of a left ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111570	ventral transverse rod proximal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	ventral transverse rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111580	right ventral transverse rod proximal tip skeletogenic mesenchyme cell	ventral transverse rod proximal tip skeletogenic mesenchyme cell	right ventral transverse rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a right ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111590	left ventral transverse rod proximal tip skeletogenic mesenchyme cell	ventral transverse rod proximal tip skeletogenic mesenchyme cell	left ventral transverse rod proximal tip		stage 15	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a left ventral transverse rod.																		echinoderm_anatomy				1
ECAO:0111600	ventral transverse rod middle portion skeletogenic mesenchyme cell	skeletal rod middle portion skeletogenic mesenchyme cell	ventral transverse rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a ventral transverse rod, comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				1
ECAO:0111610	right ventral transverse rod middle portion skeletogenic mesenchyme cell	ventral transverse rod middle portion skeletogenic mesenchyme cell	right ventral transverse rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a right ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111620	left ventral transverse rod middle portion skeletogenic mesenchyme cell	ventral transverse rod middle portion skeletogenic mesenchyme cell	left ventral transverse rod middle portion		stage 15	larval development	A skeletogenic mesenchyme cell composing the middle portion of a left ventral transverse rod.																		echinoderm_anatomy				
ECAO:0111630	body rod distal tip	skeletal rod distal tip	body rod		stage 16	larval development	The growing tip of a body rod as it extends dorsally away from an anonymous rod.	posterior tip body rod, body rod distal tip																	echinoderm_anatomy				
ECAO:0111640	right body rod distal tip	body rod distal tip	right body rod		stage 16	larval development	The distal tip of a right body rod.	right body rod distal tip																	echinoderm_anatomy				
ECAO:0111650	left body rod distal tip	body rod distal tip	left body rod		stage 16	larval development	The distal tip of a left body rod.	left body rod distal tip																	echinoderm_anatomy				
ECAO:0111660	body rod proximal tip	skeletal rod proximal tip	body rod		stage 16	larval development	The proximal tip of a body rod, i.e. in connection with an anonymous rod.																		echinoderm_anatomy				
ECAO:0111670	right body rod proximal tip	body rod proximal tip	right body rod		stage 16	larval development	The proximal tip of a right body rod.																		echinoderm_anatomy				
ECAO:0111680	left body rod proximal tip	body rod proximal tip	left body rod		stage 16	larval development	The proximal tip of a left body rod.																		echinoderm_anatomy				
